instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,n_cols_db,n_cols_graph,ddl_tokens,n_gold_cols,n_pred_cols,col_recall,col_precision,col_strict,unresolved_cols,missed,missed_cols
sf_bq209,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,8.0,79,79,2426,5,79,1.000,0.063,1,5,,
sf_bq027,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.9,79,79,2426,,,,,,,,
sf_bq210,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.4,79,79,2426,4,79,1.000,0.051,1,3,,
sf_bq211,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,8.4,79,79,2436,,,,,,,,
sf_bq213,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,28.4,79,79,2348,4,79,1.000,0.051,1,2,,
sf_bq212,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,27.9,79,79,2348,,,,,,,,
sf_bq214,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,31.0,87,87,2799,,,,,,,,
sf_bq216,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,29.7,87,87,2799,5,87,1.000,0.057,1,10,,
sf_bq247,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,7.2,87,87,2785,,,,,,,,
sf_bq127,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,8.2,87,87,2799,10,87,1.000,0.115,1,5,,
sf_bq215,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,29.1,79,79,2348,,,,,,,,
sf_bq222,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,17.2,79,79,2436,9,79,1.000,0.114,1,4,,
sf_bq221,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,17.1,79,79,2436,7,79,1.000,0.089,1,7,,
sf_bq223,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,29.7,79,79,2436,6,79,1.000,0.076,1,5,,
sf_bq420,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,36,23.0,444,444,6814,,,,,,,patents_uspto.uspto_oce_office_actions.match_app,
sf_bq207,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,22,15.1,444,444,7907,,,,,,,patents_uspto.uspto_oce_assignment.match,
sf_bq128,PATENTSVIEW,snowflake,4,20,59,4,1.000,0.200,1,0,17,22.2,304,304,4368,12,105,1.000,0.114,1,2,,
sf_bq246,PATENTSVIEW,snowflake,3,20,59,3,1.000,0.150,1,1,5,12.0,304,304,5310,6,108,1.000,0.056,1,2,,
sf_bq052,PATENTSVIEW,snowflake,5,20,59,5,1.000,0.250,1,0,15,12.3,304,304,4525,12,102,1.000,0.118,1,2,,
sf_bq036,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,0,6,6.7,34,34,1573,,,,,,,,
sf_bq100,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,6.4,34,34,1636,,,,,,,,
sf_bq101,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,6.5,34,34,1636,,,,,,,,
sf_bq182,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,10.9,322,61,2160,5,61,1.000,0.082,1,7,,
sf_bq217,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,7.3,322,61,2160,,,,,,,,
sf_bq191,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,9,6.6,322,61,2209,,,,,,,,
sf_bq224,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,6.6,322,61,2173,5,61,1.000,0.082,1,3,,
sf_bq192,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,9,7.8,322,61,2200,,,,,,,,
sf_bq225,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,3,7.2,34,34,1624,,,,,,,,
sf_bq180,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,4,5.6,34,34,1636,,,,,,,,
sf_bq233,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,3,5.5,34,34,1636,5,34,1.000,0.147,1,9,,
sf_bq248,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,5.3,34,34,1611,7,34,1.000,0.206,1,2,,
sf_bq193,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,0,3,6.0,34,34,1585,7,34,1.000,0.206,1,6,,
sf_bq295,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,5,7.0,322,61,2195,8,61,1.000,0.131,1,1,,
sf_bq249,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,0,2,6.5,34,34,1572,,,,,,,,
sf_bq375,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,5.3,34,34,1598,,,,,,,,
sf_bq255,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,5.5,34,34,1598,6,34,1.000,0.176,1,2,,
sf_bq194,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.5,34,34,1611,,,,,,,,
sf_bq377,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,5.1,34,34,1636,2,34,1.000,0.059,1,4,,
sf_bq359,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.0,34,34,1636,4,34,1.000,0.118,1,4,,
sf_bq252,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.3,34,34,1598,6,34,1.000,0.176,1,0,,
sf_bq251,PYPI,snowflake,2,2,2,2,1.000,1.000,1,1,2,10.8,45,45,1583,,,,,,,,
bq019,cms_data,bigquery,1,12,38,1,1.000,0.083,1,1,1,36.4,865,649,15460,,,,,,,,
bq234,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,1,17.2,865,649,15394,6,318,1.000,0.019,1,2,,
bq235,cms_data,bigquery,2,12,38,2,1.000,0.167,1,1,4,18.4,865,649,15556,13,351,1.000,0.037,1,3,,
bq172,cms_data,bigquery,1,20,38,1,1.000,0.050,1,1,1,18.2,865,649,17126,4,433,1.000,0.009,1,1,,
bq177,cms_data,bigquery,2,15,38,2,1.000,0.133,1,1,4,20.1,865,649,16161,,,,,,,,
bq354,cms_data,bigquery,5,20,38,4,0.800,0.200,0,0,23,28.8,865,649,16218,12,418,0.833,0.024,0,3,bigquery-public-data.cms_synthetic_patient_data_omop.condition_occurrence,condition_occurrence.condition_concept_id;condition_occurrence.person_id
bq355,cms_data,bigquery,4,4,38,0,0.000,0.000,0,0,33,18.3,865,649,7630,8,177,0.000,0.000,0,1,bigquery-public-data.cms_synthetic_patient_data_omop.concept;bigquery-public-data.cms_synthetic_patient_data_omop.concept_ancestor;bigquery-public-data.cms_synthetic_patient_data_omop.drug_exposure;bigquery-public-data.cms_synthetic_patient_data_omop.person,concept.concept_code;concept.concept_id;concept.vocabulary_id;concept_ancestor.ancestor_concept_id;concept_ancestor.descendant_concept_id;drug_exposure.drug_concept_id;drug_exposure.person_id;person.person_id
bq032,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,101.1,7278,769,33065,8,517,0.375,0.006,0,6,,hurricanes.longitude;hurricanes.name;hurricanes.season;hurricanes.sid;hurricanes.usa_wind
bq119,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,68.9,7278,769,32852,8,517,0.375,0.006,0,5,,hurricanes.latitude;hurricanes.longitude;hurricanes.name;hurricanes.season;hurricanes.sid
sf_bq117,NOAA_DATA,snowflake,1,14,33,1,1.000,0.071,1,1,1,50.3,7275,766,29661,,,,,,,,
bq419,noaa_data,bigquery,1,17,33,1,1.000,0.059,1,1,1,23.6,7278,769,31605,2,474,1.000,0.004,1,2,,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,2,117.0,7450,927,32229,,,,,,,,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,5,81.8,7450,927,33326,7,523,1.000,0.013,1,1,,
bq356,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,9,27.1,7278,769,29293,,,,,,,,
bq042,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,4,24.6,7278,769,30997,,,,,,8,,
bq394,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,26.8,7278,769,33075,7,510,1.000,0.014,1,6,,
bq357,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,29.8,7278,769,31536,6,523,0.500,0.006,0,2,,icoads_core_*.day;icoads_core_*.month;icoads_core_*.year
bq181,noaa_data,bigquery,2,14,33,2,1.000,0.143,1,0,9,29.5,7278,769,29518,,,,,,,,
bq045,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,7,31.7,7278,769,32831,5,526,1.000,0.010,1,2,,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,19,21,3,1.000,0.158,1,1,3,36.3,3303,245,9774,12,240,1.000,0.050,1,0,,
bq290,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,9,28.0,7278,769,32174,8,544,1.000,0.015,1,10,,
bq031,noaa_data,bigquery,2,20,33,1,0.500,0.050,0,0,28,42.4,7278,769,31136,2,521,0.000,0.000,0,39,bigquery-public-data.noaa_gsod.stations,stations.name;stations.usaf
bq392,noaa_gsod,bigquery,1,2,2,1,1.000,0.500,1,1,1,8.5,3088,44,1791,5,44,1.000,0.114,1,6,,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,19,21,5,1.000,0.263,1,0,14,33.5,3303,245,9771,21,240,1.000,0.087,1,10,,
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,20,21,4,1.000,0.200,1,0,7,27.7,3303,245,9887,,,,,,,,
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,15.5,90,90,2448,3,90,1.000,0.033,1,10,,
bq208,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,8,40.9,3571,296,8423,,,,,,,,
bq047,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,4,21.1,3571,296,8446,,,,,,,,
bq048,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,3,19.2,3571,296,8392,,,,,,,,
bq293,new_york_geo,bigquery,2,20,24,2,1.000,0.100,1,1,6,67.2,670,424,10590,,,,,,,,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,11.3,86,86,2649,3,86,1.000,0.035,1,3,,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,9.1,86,86,2649,,,,,,,,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,3,9.5,86,86,2390,7,86,1.000,0.081,1,6,,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,186.4,68434,3724,59668,,,,,,,,
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,87.2,68434,3724,53446,9,952,1.000,0.009,1,5,,
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,15,80.3,68434,3724,59748,,,,,,,,
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,1,0.500,0.050,0,0,21,84.1,68434,3724,51413,,,,,,,census_bureau_acs_2.cyclistic.state_fips,
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,3,14.0,86,86,2390,,,,,,,,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,5,9.9,86,86,2649,,,,,,,,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,4,9.7,86,86,2632,4,86,1.000,0.047,1,2,,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,20,25,2,1.000,0.100,1,0,14,23.8,261,247,6699,,,,,,,,
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,20,67,2,1.000,0.100,1,0,7,112.2,1056,1056,15090,5,272,1.000,0.018,1,3,,
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,1,2,16.5,94,94,2885,9,94,1.000,0.096,1,5,,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,12,44.1,497,497,16992,3,278,1.000,0.011,1,1,,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,16.3,497,497,18332,,,,,,,,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,13.1,497,497,18832,,,,,,,,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,16.0,497,497,18822,,,,,,,,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,15.7,497,497,17848,,,,,,,,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,14.3,497,497,18242,,,,,,,,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,12.2,497,497,17748,4,282,1.000,0.014,1,2,,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,31.7,497,497,16262,7,247,1.000,0.028,1,0,,
sf_bq340,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,12.8,497,497,16856,,,,,,,,
sf_bq005,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,13.1,497,497,17235,,,,,,,,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,7,16.5,497,497,19346,8,307,1.000,0.026,1,5,,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,7,12.7,497,497,18290,,,,,,,,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,15.4,497,497,19020,8,313,1.000,0.026,1,14,,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,15.2,497,497,17902,3,283,1.000,0.011,1,6,,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,15,17.2,497,497,17548,,,,,,,,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,13,17.0,497,497,18462,15,319,1.000,0.047,1,2,,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,16.1,497,497,18983,,,,,,,,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,5,10.9,497,497,18662,,,,,,,,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,3,19.6,497,497,16943,,,,,,,,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,15.7,497,497,16020,,,,,,,,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,8,8,1,1.000,0.125,1,1,1,16.7,202,202,7200,2,200,1.000,0.010,1,5,,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,11.3,88,88,6557,13,88,1.000,0.148,1,2,,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,2,11.3,88,88,6561,6,88,1.000,0.068,1,4,,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,1,5,25.9,88,88,6564,,,,,,,,
bq034,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,1,9.6,2141,37,1108,5,37,1.000,0.135,1,3,,
bq383,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,2,9.0,2141,37,1093,5,37,1.000,0.135,1,4,,
bq051,new_york_ghcn,bigquery,3,14,14,3,1.000,0.214,1,0,10,26.0,2624,289,7757,,,,,,,,
bq038,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,2,25.3,483,252,6614,,,,,,,,
bq053,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,2,14.9,483,252,6613,5,220,0.600,0.014,0,6,,tree_census_*.spc_latin;tree_census_*.status
bq054,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,1,14.8,483,252,6725,,,,,,,,
bq021,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,4,13.9,483,252,6516,14,220,1.000,0.064,1,11,,
bq202,new_york_plus,bigquery,1,18,18,1,1.000,0.056,1,1,1,27.2,853,360,9632,,,,,,,,
bq185,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,4,16.9,853,360,9616,8,325,1.000,0.025,1,0,,
bq040,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,4,25.2,853,360,9618,,,,,,,,
bq098,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,5,26.5,853,360,9621,12,325,1.000,0.037,1,4,,
bq039,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,5,23.5,853,360,9608,13,325,1.000,0.040,1,3,,
bq203,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,2,14.6,853,360,9112,5,325,1.000,0.015,1,1,,
bq035,san_francisco,bigquery,2,8,8,2,1.000,0.250,1,1,2,16.7,118,118,5205,7,118,1.000,0.059,1,6,,
bq186,san_francisco,bigquery,1,8,8,1,1.000,0.125,1,1,1,11.5,118,118,5219,,,,,,,,
bq081,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,1,6,27.1,278,278,13418,10,272,1.000,0.037,1,2,,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,11,32.2,278,278,11378,14,272,1.000,0.051,1,0,,
bq339,san_francisco_plus,bigquery,1,19,19,1,1.000,0.053,1,1,1,22.8,278,278,13326,3,272,1.000,0.011,1,6,,
bq400,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,0,8,17.9,278,278,13968,9,272,1.000,0.033,1,0,,
bq059,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,0,10,17.9,278,278,13317,13,272,1.000,0.048,1,1,,
bq376,san_francisco_plus,bigquery,6,19,19,6,1.000,0.316,1,0,9,15.3,278,278,13282,4,272,1.000,0.015,1,5,,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,8.5,73,73,2650,,,,,,,,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,6,6.9,73,73,2589,,,,,,,,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.9,73,73,2650,,,,,,,,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,3,5.8,73,73,2100,,,,,,,,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,9.1,73,73,2650,,,,,,,,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.8,73,73,2100,5,73,1.000,0.068,1,1,,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.1,73,73,1989,,,,,,,,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.8,73,73,2650,,,,,,,,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.1,73,73,2100,,,,,,,,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.1,73,73,2650,9,73,1.000,0.123,1,7,,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,5.7,73,73,2100,6,73,1.000,0.082,1,0,,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,2,8.0,73,73,2583,,,,,,,,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,7.6,73,73,2588,19,73,1.000,0.260,1,8,,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,7.0,73,73,2583,,,,,,,,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.0,73,73,2100,,,,,,,,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,5.1,73,73,2100,,,,,,,,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,7,6.9,73,73,2588,20,73,1.000,0.274,1,2,,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,7.4,73,73,2583,,,,,,,,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,1,5,7.5,73,73,2588,18,73,1.000,0.247,1,3,,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,10.0,159,159,4609,,,,,,,,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,8.6,159,159,4587,,,,,,,,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,11.8,165,165,3551,9,119,1.000,0.076,1,0,,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,7,9.0,165,165,3554,9,119,1.000,0.076,1,0,,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,32.0,701,701,655,,,,,,,,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,18.4,701,701,730,3,60,0.333,0.017,0,2,,covid19_open_data.country_name;covid19_open_data.date
bq086,covid19_open_world_bank,bigquery,2,9,22,2,1.000,0.222,1,1,3,38.7,1015,1015,6025,7,274,0.429,0.011,0,2,,covid19_open_data.aggregation_level;covid19_open_data.country_code;covid19_open_data.country_name;covid19_open_data.date
bq085,covid19_jhu_world_bank,bigquery,2,15,25,2,1.000,0.133,1,0,12,63.8,3771,3771,10207,7,417,1.000,0.017,1,4,,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,2,7.1,29,29,1055,9,29,1.000,0.310,1,5,,
bq087,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,2,53.0,2580,1722,9271,4,240,0.250,0.004,0,2,,symptom_search_sub_region_*_weekly.date;symptom_search_sub_region_*_weekly.sub_region_1;symptom_search_sub_region_*_weekly.sub_region_2
bq088,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,1,38.9,2580,1722,9331,4,240,0.750,0.013,0,4,,symptom_search_country_weekly.date
bq089,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,0,12,207.6,70861,6165,47908,6,1020,0.833,0.005,0,4,,censustract_*_5yr.geo_id
bq407,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,0,10,245.3,70861,6165,58860,9,1058,0.889,0.008,0,3,,county_*_*yr.geo_id
bq137,census_bureau_usa,bigquery,2,13,13,2,1.000,0.154,1,1,4,27.1,132,126,6215,,,,,,,,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,8.1,165,165,3526,7,119,1.000,0.059,1,0,,
bq338,census_bureau_acs_1,bigquery,1,20,87,1,1.000,0.050,1,0,12,193.0,69183,4472,53279,3,918,0.667,0.002,0,3,,censustract_*_5yr.total_pop
bq061,census_bureau_acs_1,bigquery,2,20,87,2,1.000,0.100,1,0,13,66.8,69183,4472,65535,4,918,1.000,0.004,1,3,,
bq064,census_bureau_acs_1,bigquery,3,20,87,2,0.667,0.100,0,0,81,143.6,69183,4472,57555,11,968,0.545,0.006,0,7,bigquery-public-data.geo_census_tracts.us_census_tracts_national,censustract_*_5yr.geo_id;us_census_tracts_national.functional_status;us_census_tracts_national.geo_id;us_census_tracts_national.tract_ce;us_census_tracts_national.tract_geom
bq461,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,29.6,505,505,12797,,,,,,,,
bq198,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,16.4,505,505,13098,3,344,1.000,0.009,1,4,,
bq462,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,23.3,505,505,11901,,,,,,,,
bq427,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,25.1,505,505,12609,,,,,,,,
bq428,ncaa_basketball,bigquery,2,10,10,2,1.000,0.200,1,1,3,23.6,505,505,13029,22,344,1.000,0.064,1,1,,
bq144,ncaa_insights,bigquery,3,15,15,3,1.000,0.200,1,0,8,51.9,552,552,13558,19,391,1.000,0.049,1,0,,
bq113,bls,bigquery,2,13,25,2,1.000,0.154,1,1,2,25.2,23205,492,5669,5,228,0.600,0.013,0,5,,states.geo_id;states.state_name
